Age,1990_M,1990_F,1990_Total,1991_M,1991_F,1991_Total,1992_M,1992_F,1992_Total,1993_M,1993_F,1993_Total,1994_M,1994_F,1994_Total,1995_M,1995_F,1995_Total,1996_M,1996_F,1996_Total,1997_M,1997_F,1997_Total,1998_M,1998_F,1998_Total,1999_M,1999_F,1999_Total,2000_M,2000_F,2000_Total,2001_M,2001_F,2001_Total,2002_M,2002_F,2002_Total,2003_M,2003_F,2003_Total,2004_M,2004_F,2004_Total,2005_M,2005_F,2005_Total,2006_M,2006_F,2006_Total,2007_M,2007_F,2007_Total,2008_M,2008_F,2008_Total,2009_M,2009_F,2009_Total,2010_M,2010_F,2010_Total,2011_M,2011_F,2011_Total,2012_M,2012_F,2012_Total,2013_M,2013_F,2013_Total,2014_M,2014_F,2014_Total,2015_M,2015_F,2015_Total,2016_M,2016_F,2016_Total,2017_M,2017_F,2017_Total
47,4982722,4462839,9445561,5404051.938,4843555.417,10247607.36,5092498.12,5055782.664,10148280.78,5769417.688,5591996.143,11361413.83,6236098.428,5838494.837,12074593.26,6626962.423,6326802.976,12953765.4,7426033.575,7126452.738,14552486.31,7817201.655,7318081.765,15135283.42,7799332.93,7740599.963,15539932.89,9044057.377,8759221.311,17803278.69,8575888,8169807,16745695,10041055.56,9599042.84,19640098.4,10035755,9623115.792,19659897.26,9478156.316,9425562.912,18903719.23,10507937.9,10242891.6,20750829.49,9363767.611,9210154.121,18573844.34,9767876.279,9555169.888,19321938.32,7255999.761,7173329.402,14429329.16,8084178.492,8129480.697,16213659.19,6201603.666,6435280.641,12636884.31,13803796,13168361,26972157,14042793.13,13360576.1,27403369.24,12417136.68,11860585.69,24277722.37,12086700.82,11772395.24,23859096.06,11061490.25,10578589.21,21640079.46,13659232.26,13274826.1,26933993.48,12662964.87,12253630.24,24916595.12,13581310.68,13054611.65,26635922.33
48,5088847,4581520,9670367,4904344.562,4548882.613,9453227.175,5190406.002,4921159.327,10111565.33,5163610.445,5195785.337,10359395.78,5666253.605,5622790.864,11289044.47,6628842.749,6321161.997,12950004.75,6458843.789,6358652.847,12817496.64,7790086.49,6973618.743,14763705.23,7891482.929,7715284.029,15606766.96,7934426.23,7523565.574,15457991.8,8849449,8387172,17236621,9246485.078,8798157.893,18045695.38,10154825.02,9894102.733,20048927.75,10152589.37,9744217.063,19897837.68,9547927.681,9857844.022,19405771.7,10667354.13,10448735.44,21116089.57,7256389.886,7505655.188,14762045.07,8128507.2,8002267.327,16130774.53,6327585.491,6402334.129,12729919.62,10829324.17,11103092.78,21932416.95,10224798,9850286,20075084,11837706.9,11712377.6,23551266.85,11817029.52,11642804.86,23461044.28,12323958.74,12062241.24,24386199.98,12184999.26,11733884.11,23918883.37,10852580.7,10542785.01,21395365.71,13725314.28,13426415.97,27151730.26,12899271.84,12200242.72,25099514.56
49,5052076,4501413,9553489,4883738.072,4668400.254,9552138.326,4649336.128,4342085.736,8991421.864,5092825.684,4866682.161,9959507.844,5028800.074,4911289.701,9940089.776,5952024.267,5861372.749,11813397.02,6406268.344,6270365.779,12676634.12,6546805.96,6065762.847,12611564.54,7719334.578,6728975.242,14448309.82,7656762.295,7148565.574,14805327.87,7338972,7074151,14413123,9162292.179,8593990.114,17756282.29,9056506.735,8864557.652,17922090.85,9863841.275,9763810.684,19627651.96,10138542.66,9911061.98,20049604.64,9559247.549,9733213.859,19292461.41,10941084.96,10908957.44,21850042.4,9777445.713,9640034.171,19418597.05,7432959.294,7473731.278,14906690.57,7895761.741,8193585.338,16089347.08,5628162,5600798,11228960,10326661.21,9896285.132,20222946.34,13894416.61,13318507.32,27212923.93,11974186.76,11518015.62,23493425.35,12374492.08,11863472.74,24237964.82,12285166.76,11957140.17,24242306.93,10987213.72,10793950.15,21781163.87,13497572.82,13485436.89,26983009.71
50,4875474,4372725,9248199,5168107.631,4806463.735,9974571.366,5140807.93,5070597.673,10211405.6,4986188.9,5235314.489,10221503.39,5497231.836,5672692.53,11169924.37,5720447.246,5513512.395,11233959.64,6195966.565,6265405.832,12461372.4,6671334.866,7210625.371,13881960.24,7124916.449,7418581.283,14543497.73,7831967.213,7911885.246,15743852.46,7572176,7139084,14711260,8087780.312,8291948.091,16379728.4,9568713.111,9633380.449,19202093.56,9473000.1,9702967.335,19175967.44,10579938.66,10378545.22,20958483.88,10693897.92,10372741.26,21066561.79,10127926.16,9997200.356,20125126.51,11194013.49,10808590.87,22001487.19,9883808.587,9780746.071,19664554.66,7484536.082,7663230.241,15147766.32,7205176,6891832,14097008,5520400.87,5594889.038,11116472.26,10095351.11,9704555.524,19798696.75,13785418.56,13195942.72,26980138.3,11486932.18,11110391.62,22597323.8,12175911.07,11551064.53,23726975.6,11945128.78,11610218.62,23555347.4,10538834.95,10367718.45,20906553.4
51,4738952,4203598,8942550,4816766.98,4418031.404,9234798.384,4749176.402,4641606.559,9390782.961,4882309.965,4703049.855,9585359.82,4832412.876,4957971.904,9790384.78,5425928.778,5132894.778,10558922.52,5460902.328,5207944.999,10668847.33,6043669.008,5802645.319,11846314.33,6531510.958,6357337.332,12888848.29,6678278.689,6408811.475,13086065.57,7269012,6644915,13913927,7835201.617,7587884.977,15423086.59,7967426.643,7624587.105,15592013.75,9211064.325,9131658.598,18342722.92,9306881.638,9246359.255,18553240.89,10299146.08,10166659.28,20465882.74,10340632.55,10379407.15,20718931.86,9928263.26,9885810.914,19814074.17,11065063.58,10781924.8,21846988.39,9801832.761,9560137.457,19360824.74,6624865,6213967,12838832,7291563.968,6956958.389,14249704.71,5529213.158,5598177.086,11127390.24,10171515.81,9912244.274,20083760.08,13477218.01,13363522.32,26840740.32,11637482.93,11611401.7,23248884.63,11969136.67,11929523.64,23898660.32,12026699.03,11571601.94,23598300.97
52,4919285,4313731,9233016,4445850.165,4165601.904,8611452.069,4825183.837,4561090.208,9386274.045,4999978.14,4762803.225,9762781.365,5020751.419,4708463.578,9729214.997,5134676.14,4851736.523,9986412.663,5546213.427,5166281.439,10713486.86,5624890.348,5492327.319,11117217.67,6158860.41,5946206.565,12105066.97,6380122.951,6089139.344,12469262.3,6256655,5826372,12083027,7720488.792,7080622.764,14801111.56,7983850.094,7418267.502,15402117.6,8178789.875,7769386.322,15948176.2,9452970.149,9340273.298,18793243.45,9517458.488,9448351.765,18965810.25,10573280.16,10411534.68,20984814.84,10531533.45,10649953.15,21181486.6,10085403.4,10014052.43,20099455.83,10703321.88,10520045.82,21223367.7,8570000,8047709,16617709,6725217.423,6376423.622,13101641.05,7177088.065,6966566.601,14143654.67,5511966.063,5527864.789,11041053.83,10508904.75,10048009.32,20556914.08,13720931.88,13212542.57,26933474.46,11705049.81,11575407.17,23281657.38,11799757.28,11628640.78,23428398.06
53,4810911,4287208,9098119,4902283.913,4464396.005,9366679.918,4376868.799,4225498.061,8602366.86,4874955.704,4662601.42,9537557.124,5112506.094,4908070.239,10020576.33,5034820.92,4772762.821,9807583.741,5181161.282,4780397.515,9960566.808,5421024.478,5216154.342,10637178.82,5639377.445,5313308.216,10952685.66,5906762.295,5816598.361,11724385.25,6105349,5632191,11737540,6658605.86,6288157.107,12946762.97,7644089.953,7418267.502,15062357.45,7765261.349,7700293.027,15466585.62,8350001.891,7806343.933,16157389.31,9575189.301,9488360.921,19063550.22,9730209.522,9436630.389,19166839.91,10628726.98,10465620.59,21094347.57,10574667.21,10505581.35,21080248.57,9939289.805,9941580.756,19880870.56,9422827,8929153,18351980,8625256.875,7966686.884,16593126.11,6662883.34,6457201.45,13120084.79,7218021.679,6952635.249,14170656.93,5465950.808,5585759.168,11050487.44,10082860.07,9804141.275,19887066.22,13806941.13,12984670.68,26791611.81,11406553.4,11421116.5,22827669.9
54,4765733,4331942,9097675,4838403.795,4366515.179,9204918.974,4940483.251,4673813.099,9614296.349,4369350.266,4363834.571,8733184.837,4745487.394,4623147.828,9368635.222,5347944.721,4934866.736,10282811.46,4898444.268,4844876.834,9744313.091,5055471.882,5036390.84,10090858.46,5407483.491,5161412.613,10568896.1,5513319.672,5274590.164,10787909.84,5600933,5257513,10858446,6455490.492,6255532.359,12712075.26,6820864.474,6517030.631,13337895.1,7750823.944,7546637.789,15297461.73,8092260.018,7641472.613,15734776.12,8107851.574,8052751.924,16160603.5,9793356.732,9589513.108,19382869.84,9804257.722,9419952.269,19224209.99,10817034.01,10638090.3,21455124.31,10687285.22,10302405.5,20990836.2,8540366,8307276,16847642,9459997.293,9027256.51,18487253.8,8712442.878,8009494.772,16721937.65,6551498.159,6210287.036,12763008.17,7314422.653,6886535.652,14200958.3,5479847.696,5557247.957,11037095.65,9982483.258,9657176.264,19640859.92,13671116.5,12995145.63,26666262.14
55,4580456,4223904,8804360,4870343.854,4422152.701,9292496.555,4864475.816,4540478.023,9404953.839,5099260.662,4783946.725,9883207.387,4399395.2,4141838.218,8541233.417,5078662.211,4703586.608,9782248.819,5278376.256,4919276.048,10196660.31,5193056.238,4993207.429,10187267.93,5218120.305,4978125.251,10196245.56,5397540.984,5226434.426,10623975.41,5184602,4860571,10045173,5844039.567,5636714.555,11480754.12,6595042.023,6334319.739,12929361.76,6742268.088,6596862.795,13338099.64,7896084.018,7592428.613,15488512.63,8204198.574,7995717.596,16199838.78,8062901.617,8307735.535,16370637.15,9964012.605,9923794.592,19887807.2,9958557.226,9820385.5,19780075.28,10552119.13,10360824.74,20912943.87,8973192,8637336,17610528,8631168.634,8284739.537,16914725.82,9391193.115,8982249.122,18373442.24,8477689.982,7924903.503,16402593.49,6440310.636,6371848.716,12810936.82,6989120.359,6760487.901,13749673.14,5389772.707,5541022.453,10930795.16,9816747.573,9576456.311,19393203.88
56,4618277,4184241,8802518,4523124.501,4340757.067,8863881.568,4794265.559,4535324.976,9329590.535,4808767.356,4630426.529,9439193.885,5070653.084,4618318.634,9688971.718,4505360.636,4259829.615,8765190.252,4955979.66,4704014.321,9659993.982,5206111.688,4940985.63,10147097.32,5026731.844,4861671.955,9888403.799,5058401.639,4694672.131,9753073.77,5059575,4649136,9708711,5550416.834,5232588.642,10783005.48,6002771.323,5777975.338,11780746.66,6719580.737,6198802.918,12918383.65,6829637.888,6495721.291,13326402.67,8027833.262,7529305.25,15557138.51,8328784.605,7884538.446,16214430.9,8258098.573,8280441.914,16538540.49,10021980.31,9614260.467,19636240.78,9263459.336,9335624.284,18599083.62,8981235,8756892,17738127,8983509.49,8765956.747,17749466.24,8703973.624,8339795.69,17043769.31,9249389.691,8818901.105,18068290.8,8527176.668,7889013.769,16416190.44,6493252.63,6210316.72,12703569.35,6934680.83,6684998.709,13619679.54,5309466.019,5411407.767,10720873.79
57,4525324,4095420,8620744,4403606.861,4231542.671,8635149.532,4416160.778,4425822.74,8841983.518,4800493.812,4573431.007,9373924.819,4867826.961,4449296.865,9317123.825,5098554.083,4659745.317,9758398.365,4355825.999,4386577.674,8742403.672,4863657.196,4694940.614,9558597.81,5057110.965,4947746.13,10004857.09,5010245.902,4779713.115,9789959.016,4567728,4253812,8821540,5357825.578,4974747.89,10332573.47,5459770.976,5250371.976,10710142.95,6062678.814,5745055.906,11808765.96,6546852.27,6357980.695,12904832.97,6764565.446,6575353.867,13339919.31,8071764.383,7753812.643,15825577.03,8378752.611,7992212.824,16370965.43,8222350.217,8273315.198,16495665.41,9595647.194,9245131.73,18840778.92,8099033,7994855,16093888,9017797.695,8918480.138,17936277.83,8820123.397,8592663.425,17412786.82,8694157.254,8401865.288,17094799.56,9102990.318,8874376.406,17977366.72,8355595.054,7989614.437,16345209.49,6506139.882,6174830.914,12682171.19,6936893.204,6598300.971,13535194.17
58,4106208,3740707,7846915,4805433.411,4553003.911,9358437.322,4535969.107,4380.089453,8913482.037,4779350.312,4509081.224,9288431.536,4817925.295,4537832.077,9355757.373,4915469.686,4514663.303,9430132.989,5093866.204,4882572.436,9976438.64,4544300.808,4500113.132,9044413.94,5095591.184,4778635.691,9874226.876,5103483.607,4902663.934,10006147.54,4602955,4266825,8869780,4867401.945,4723221.606,9591675.962,5425897.608,5075872.81,10502796.88,5529526.076,5335652.353,10865178.43,6205631.248,5845627.418,12051258.67,6709233.635,6429943.415,13139177.05,6835408.488,6815467.264,13650875.75,7900605.129,7630250.711,15530855.84,8317484.848,8087576.157,16405061,7865979.381,8190148.912,16056128.29,8153588,8014345,16167933,8057727.978,7943039.847,16000767.82,8811654.143,8716072.559,17527726.7,8695380.233,8650130.012,17345510.25,8368247.211,8144523.436,16512770.65,9211085.288,8865281.94,18076367.23,8352347.103,8018637.345,16369784.05,6331310.68,6282766.99,12614077.67
59,4009672,3625126,7634798,4063599.78,3902869.16,7966468.939,4733073.132,4448367.318,9181440.45,4522870.463,4320628.288,8843498.751,4418711.973,4410663.318,8829375.291,4807994.197,4541086.835,9349081.032,4861740.656,4683182.541,9544923.197,5035386.575,4892780.892,9928167.467,4447503.275,4207508.222,8655011.497,4794057.377,4565573.77,9358606.557,4646646,4278525,8925171,4664286.577,4616928.071,9281214.648,4858262.085,4777171.296,9635433.381,5265527.815,5071654.092,10337181.91,5348926.48,5341622.055,10690548.53,6079611.793,5908044.484,11987733.66,6965026.445,6613839.331,13578865.78,6813601.623,6662784.076,13476385.7,7982248.53,7536021.81,15518270.34,8075601.375,8138602.52,16214203.89,6875890,6826108,13701998,8127486.738,8006886.848,16134373.59,7993766.157,8039742.109,16033508.27,8779765.779,8795664.506,17575430.29,8860928.529,8609086.466,17470014.99,8319782.024,8228432.847,16548214.87,9145808.074,8840907.792,17986715.87,8309466.019,8029126.214,16337378.64
60,4019833,3711112,7730945,3998689.337,3933778.894,7932468.231,4309879.196,4179120.643,8488999.838,5032153.031,4803251.66,9835404.691,4602221.323,4354322.728,8956544.051,4763361.19,4656479.487,9419939.642,5086922.278,4851820.76,9938743.038,5160919.746,4916883.261,10077803.01,5289004.92,5101667.008,10390671.93,4716188.525,4400614.754,9116803.279,4769323,4371818,9141141,5056835.966,4911603.216,9968439.182,5339674.491,5038920.045,10378594.54,5238715.492,5156216.035,10395962.77,5651538.396,5424057.714,11076639.6,5928165.143,5741662.114,11669827.26,6413319.244,6229416.844,12642736.09,7018043.187,6704119.256,13722162.44,7131699.63,6794198.203,13925897.83,7997709.049,7537227.95,15534937,6917026,6701178,13618204,6719305.664,6823352.628,13542658.29,7999815.624,8040952.002,16041977.52,7957923.935,7893106.051,15852252.96,8812027.158,8848703.186,17661952.88,8727609.387,8587536.324,17315145.71,8052248.4,8257515.913,16309764.31,8728155.34,8690533.981,17419902.91
61,3585188,3381291,6966479,4060508.806,3800867.035,7861375.842,3762368.014,3587808.567,7350176.581,4191009.439,4015426.46,8206435.899,4600611.592,4372029.77,8972641.362,4390660.736,4215493.502,8606154.238,4602831.39,4468912.804,9071744.194,4765239.19,4601543.934,9366783.124,4774585.142,4599398.879,9373984.021,4743852.459,4604508.197,9348360.656,3921897,3652545,7574442,4913708.039,4576936.445,9490644.483,4876738.467,4651942.482,9528680.949,4861280.478,4707625.24,9569936.961,5011879.416,4912747.926,9924627.342,5522114.773,5179599.253,10701714.03,5582434.906,5367512.824,10949947.73,6136598.412,5893056.003,12028537.25,6494071.094,6189413.765,12684617.41,6735395.189,6539518.9,13274914.09,6690003,6339122,13029125,7004252.464,6667282.182,13671534.65,6678611.955,6927850.01,13606461.96,7937133.293,7962815.85,15899949.14,7741087.12,7796101.163,15535965.75,8603172.085,8577934.28,17181171.24,8664449.754,8558815.011,17223264.77,8156553.398,8070388.35,16226941.75
62,3635374,3424758,7060132,3540194.94,3579347.27,7119542.21,4123725.394,3949165.947,8072891.34,3938206.72,3665179.784,7603386.504,4066180.854,3966377.523,8032558.378,4704873.147,4412729.828,9117602.975,4481808.668,4456016.941,8938817.598,4397678.064,4494087.539,8891765.603,4721927.999,4576108.22,9298036.219,4723360.656,4478483.607,9201844.262,4511488,4100377,8611865,4177020.177,4179124.999,8356145.176,4931141.148,4551348.845,9482489.994,5025248.148,4854061.776,9879309.924,4880399.756,4712397.968,9592797.724,5122100.601,4891641.672,10013819.66,5634503.658,5214630.106,10849133.76,5497578.88,5574663.404,11071125.12,5933456.307,5854177.448,11788766.31,6556701.031,6373424.971,12930126,5719180,5557673,11276853,6807982.054,6362235.4,13170217.45,6870985.017,6455991.557,13326976.57,6875587.577,6931844.608,13807432.18,7920799.661,7836444.795,15757244.46,7722898.195,7815350.31,15538248.51,8448378.688,8569618.564,17017997.25,8478155.34,8468446.602,16946601.94
63,3200259,3033614,6233873,3831776.77,3599953.76,7431730.53,3518242.44,3395857.588,6914100.028,4008072.199,3787444.371,7795516.57,3808623.872,3621895.06,7430518.932,4020929.218,3930079.771,7950910.025,4716910.185,4495696.521,9211614.717,4384622.614,4198833.52,8583456.134,4439402.176,4457629.649,8897031.825,4439549.18,4438524.59,8878073.77,4229884,3898391,8128275,4825305.495,4488533.901,9314891.808,4130497.915,4071989.371,8201460.819,4836530.641,4499314.112,9335844.753,4959704.947,4699876.096,9659581.043,4933275.958,4735319.632,9668518.203,5078365.075,4888923.445,9967288.52,5372456.174,5141202.602,10513658.78,5503085.359,5548387.564,11051472.92,5714776.632,5600229.095,11315005.73,5492805,5298828,10791633,5635089.001,5658736.039,11293825.04,6587869.945,6327742.849,12915612.79,6632214.768,6474450.486,13106665.25,6541780.982,6737386.469,13279167.45,7741258.861,7824108.932,15565432.67,7651316.533,7692129.956,15343446.49,8354368.932,8487864.078,16842233.01
64,3041294,2943531,5984825,3443344.438,3395949.512,6839293.95,3638050.769,3507936.347,7145987.116,3409619.217,3435359.13,6844978.347,4003401.34,3832769.839,7836171.179,3795982.821,3583110.098,7379092.919,4067157.047,3948118.304,8015275.352,4615603.65,4459942.517,9075546.166,4380669.21,4272317.012,8652986.222,4262295.082,4310450.82,8572745.902,4241886,4006239,8248125,4602194.314,4354877.675,8958124.4,4707371.629,4703265.766,9410637.396,4110535.423,4169316.286,8280882.953,4816746.905,4598657.627,9415404.532,5000912.326,4663736.519,9664648.845,4928805.894,4820237.007,9749042.901,4964690.214,4671992.456,9636682.67,5264116.227,4978712.335,10242828.56,5468499.427,5269186.712,10737686.14,5015412,4936055,9951467,5387977.461,5252006.996,10639984.46,5652622.292,5518324.117,11169736.52,6343591.74,6235969.593,12579561.33,6616355.574,6468428.925,13084784.5,6451795.156,6544636.542,12996366.82,7768955.224,7598499.161,15367454.39,7576456.311,7565533.981,15141990.29
65,3058844,3110198,6169042,3064185.027,3085821.841,6150006.867,3299237.967,3268319.689,6567557.656,3628408.479,3576009.37,7204417.849,3303168.295,3380435.389,6683603.684,4081792.41,3991635.715,8073428.124,3806263.802,3806263.802,7612527.605,4074304.614,3983920.731,8058225.345,4578133.495,4421174.704,9000320.836,4219262.295,4071721.311,8290983.607,3942771,3865821,7808592,4574831.622,4380135.544,8954967.167,4495919.698,4474363.919,8970283.617,4856124.262,4641625.675,9497749.937,4058130.137,4059173.626,8117303.763,4965236.851,4884986.377,9850145.841,5027404.168,4736040.727,9763444.896,4799349.496,4654117.784,9453467.279,4898300.921,4683115.447,9582548.924,5358533.792,5058419.244,10415807.56,4564266,4509145,9073411,4944595.511,4944595.511,9889191.021,5287234.464,5368297.327,10655531.79,5508297.126,5511966.063,11020263.19,6178688.298,6254485.424,12433173.72,6495588.263,6541911.638,13037499.9,6317677.896,6675395.551,12993073.45,7510922.33,7777912.621,15288834.95
66,2813087,2883787,5696874,3063154.702,3126004.496,6189159.198,3014532.153,2844481.621,5859013.774,3194507.085,3120045.193,6314552.278,3565554.47,3552676.621,7118231.091,3355293.729,3361627.46,6717020.153,4003669.718,3963990.137,7967659.854,3667577.138,3666572.873,7335154.277,3797390.092,3916881.3,7714271.392,4264344.262,4287909.836,8552254.098,3645264,3574802,7220066,4049678.418,4090722.456,8140400.874,4443569.948,4162318.351,8605888.299,4538501.354,4332252.713,8870754.067,4484917.287,4515178.478,9000095.765,4107555.081,3962531.564,8070086.645,4859011.609,4587589.392,9446601.001,4711093.301,4648531.949,9359625.25,4589113.372,4636680.687,9225794.059,4616265.75,4491408.935,9108820.16,4391409,4249556,8640965,4463378.3,4417266.578,8880644.878,4869821.217,5075503.107,9945324.324,5163417.067,5136511.53,10299928.6,5285015.733,5428052.245,10713067.98,6288106.254,6115658.73,12403764.98,6202439.995,6566159.623,12768599.62,6173543.689,6679611.65,12853155.34
67,2448512,2541118,4989630,2805573.58,2928182.194,5733755.774,3031923.685,3031923.685,6063847.369,2945381.497,2820359.061,5765740.558,3018245.883,3175999.535,6194245.418,3492260.651,3491765.828,6983927.515,3236861.816,3368796.423,6606650.228,3903579.501,3658538.75,7561113.985,3558407.675,3612077.455,7169472.493,3740778.689,3672131.148,7411885.246,3802499,3653900,7456399,4013896.436,3910760.135,7924656.571,4096624.547,4156159.557,8252784.104,4261096.932,4244597.04,8505693.972,4363872.521,4113435.073,8477307.594,4595248.893,4370516.613,8965765.505,3972734.982,3866381.787,7840224.614,4759131.483,4514471.907,9272486.223,4755598.975,4586848.262,9342447.237,4466208.477,4469644.903,8936998.855,4003493,3938648,7942141,4257649.075,4319131.373,8576780.448,4493544.348,4405222.125,8897556.579,4898030.638,5010544.7,9908575.337,4936593.46,5031951.135,9969767.13,5263152.914,5281708.216,10544861.13,6224047.101,5998372.876,12221219.58,5932038.835,6337378.641,12269417.48
68,2384722,2500805,4885527,2560356.352,2800421.958,5360778.31,2726605.684,2851567.06,5578172.745,2876435.3,2974798.54,5851233.841,2828297.609,2918442.553,5746740.162,3014063.999,3075422.013,6089486.012,3454107.522,3338044.747,6792152.269,3171470.045,3238755.825,6410225.869,3592837.345,3703214.817,7295039.525,3534836.066,3490778.689,7024590.164,3250263,3253048,6503311,4088617.633,4021263.315,8110933.359,3895437.273,3982686.856,7878124.129,4072379.425,4216753.474,8289132.898,4171870.478,4186479.329,8358349.806,4357051.249,4180685.937,8537737.185,4520010.799,4316167.175,8836177.974,3950302.564,3795016.349,7745318.914,4501906.627,4326360.582,8828267.209,4476517.755,4504009.164,8981672.394,3904424,3836444,7740868,3889937.645,3950237.59,7840175.234,4260034.908,4158403.857,8418438.765,4254743.717,4368480.758,8623224.476,4651742.971,4802114.689,9453857.659,5019533.482,5018819.817,10038353.3,5062064.923,5260130.067,10322194.99,6082524.272,5911407.767,11993932.04
69,2212320,2379127,4591447,2441869.036,2554174.405,4996043.441,2479903.587,2600356.047,5080259.635,2537220.016,2632825.408,5170045.423,2771957.019,2931320.402,5703277.421,2721128.963,2847506.68,5568635.643,2889665.483,2974976.582,5864642.064,3250807.009,3245785.682,6495588.426,3101708.227,3221199.435,6321895.025,3435450.82,3452868.852,6888319.672,2908551,2883541,5792092,3450856.427,3438227.492,6889083.92,3853352.18,3713752.847,7567105.026,3901193.052,3948630.24,7849823.292,3905780.69,3946476.775,7852257.465,4120478.735,4109412.373,8229891.108,4287363.185,4136696.158,8424059.343,4453027.721,4234062.986,8687090.707,3705720.373,3693262.267,7398982.64,4308132.875,4199312.715,8507445.59,3884879,3831018,7715897,3802443.606,3638096.697,7441722.655,3749459.864,3800275.39,7550945.147,4117770.077,3989357.288,8108350.344,4097934.938,4322881.247,8420816.185,4509392.445,4641744.946,9151137.391,4857997.805,5002045.182,9858842.592,4980582.524,5175970.874,10157766.99
70,2108722,2343635,4452357,2211076.351,2521204.022,4732280.372,2387792.883,2637071.503,5024864.386,2504125.842,2743139.321,5247265.163,2726884.547,2873370.081,5600254.628,2859778.283,3065129.701,5924907.983,2636708.154,3086079.408,5722787.562,3022838.77,3085103.223,6107941.992,3536129.653,3406512.072,6942641.725,3253073.77,3273565.574,6526639.344,3221942,3277390,6499332,3317200.201,3428755.791,6745955.992,3673720.685,3714779.312,7388499.997,4261096.932,4251815.743,8512912.674,3941259.328,3982998.903,7923214.741,4157237.631,4240041.88,8397356.898,4143343.233,4169931.532,8314382.61,4186024.804,4111174.614,8297199.419,4508701.958,4414699.882,8923401.84,3831615.12,3820160.367,7651775.487,3724605,3664807,7389412,3847372.977,3820178.884,7667551.862,3818423.792,3681705.83,7500129.621,3682389.575,3733754.691,7416144.266,4042920.895,3998909.66,8041830.555,4089757.162,4247801.619,8337493.903,4477472.649,4580706.603,9058179.253,4637135.922,4958737.864,9595873.786
71,1741629,1990967,3732596,2088467.737,2293502.31,4381970.046,2090204.452,2263475.638,4353680.09,2133654.948,2289932.992,4423587.94,2174746.767,2514400.037,4689146.804,2472826.935,2681048.325,5153875.26,2597028.573,2763682.813,5361703.376,2560876.698,2698461.054,5259337.753,2692602.734,2744247.24,5436849.974,3008196.721,3065573.77,6074795.082,2469891,2575852,5045743,3278260.985,3288785.098,6567046.083,3130720.338,3101979.299,6232699.636,3405165.07,3190666.483,6595831.552,3721083.072,3733604.945,7454688.017,3549825.9,3666216.172,7216042.072,3810989.497,3689126.461,7500115.959,3882155.376,3879921.042,7762076.419,3804252.669,3932231.399,7736484.068,4151202.749,4065292.096,8216494.845,3116177,3149541,6265718,3642826.104,3580161.455,7222987.559,3663557.428,3795435.816,7460203.137,3623686.587,3637139.355,7260825.941,3573467.728,3698166.225,7271633.953,3858529.557,3907967.109,7766431.788,3898882.35,4123356.18,8023438.925,4259708.738,4367718.447,8627427.184
72,1630231,1898892,3529123,1892706.084,2071982.545,3964688.629,1947851.545,2177162.11,4125013.655,1995762.556,2253161.688,4248924.244,2153820.262,2313183.645,4467003.907,2174745.744,2416318.183,4591063.927,2226024.491,2726979.201,4952011.702,2586987.598,2666324.563,5253312.161,2465771.966,2701716.471,5167488.437,2546106.557,2736680.328,5282786.885,2608469,2751350,5359819,2729954.734,2746793.314,5476748.047,3178964.225,3365780.98,6545771.67,3127760.647,3059698.595,6187459.242,3247338.901,3306817.795,6555200.185,3739733.963,3803965.297,7543699.26,3376713.95,3747842.288,7125664.084,3715697.491,3762618.506,7478315.997,3855217.65,3806517.779,7661735.429,3733104.238,3739977.09,7473081.329,3449237,3443988,6893225,3076479.56,3080026.615,6156506.175,3433677.668,3465134.898,6898812.567,3509949.545,3650592.123,7160541.669,3487890.327,3483000.19,6970890.518,3440386.484,3618802.846,7059189.33,3716422.338,3822057.082,7538479.42,3547330.097,3991504.854,7537621.359
73,1506451,1794985,3301436,1620700.419,2008102.427,3628802.846,1808075.161,1980702.216,3788777.377,1834888.098,2088610.1,3923498.198,2005724.998,2065285.05,4071010.047,2025111.361,2308248.907,4333360.268,2130793.497,2391686.742,4522480.239,2124021.262,2532757.268,4656778.53,2445519.219,2715893.394,5161412.613,2297131.148,2518442.623,4815573.77,2217591,2389305,4606896,2661548.004,2848877.203,5510425.207,2512787.996,2699604.75,5212392.746,3157666.7,3170041.618,6327708.318,2939509.539,3030293.113,5968759.163,3120791.547,3257225.091,6378016.638,3616008.639,3609361.565,7225370.204,3154879.65,3501201.424,6656081.074,3481474.458,3534704.549,7016179.007,3536082.474,3585337.915,7121420.389,3149307,3194562,6343869,3353149.897,3473749.787,6826899.684,2849299.122,2969078.576,5818377.698,3298374.19,3414557.188,6711708.399,3497670.602,3435321.353,6932991.955,3324902.439,3451221.223,6776123.662,3357504.29,3627593.122,6985097.412,3611650.485,3654126.214,7265776.699
